year,selling_price,km_driven,seller_type,transmission,owner,fuel_Diesel,fuel_Petrol
7,750000,41988,0,1,0,1,0
11,180000,30375,0,1,0,0,1
3,350000,7658,0,0,0,0,1
3,611000,34400,0,1,0,1,0
3,325000,18500,0,1,0,0,1
8,225000,48000,0,1,0,0,1
6,300000,28942,0,0,0,0,1
3,400000,50000,1,1,1,1,0
8,711000,53600,0,1,0,1,0
5,851000,53652,0,1,0,1,0
6,500000,25000,1,1,0,0,1
13,250000,80000,1,1,1,1,0
3,150000,50000,1,1,0,0,1
4,610000,15000,1,1,1,1,0
2,450000,5000,1,1,0,0,1
3,744000,106000,1,1,0,1,0
12,120000,100000,1,1,3,0,1
4,220000,60000,1,1,3,0,1
8,480000,120000,1,1,3,1,0
3,370000,82000,1,0,0,0,1
17,55000,35000,1,1,1,1,0
7,125000,205000,1,1,0,0,1
9,260000,125000,1,1,3,1,0
5,350000,130000,1,1,0,1,0
8,170000,97000,1,1,1,0,0
5,350000,90000,1,1,1,0,1
11,250000,60000,1,1,3,0,1
7,170000,60000,1,1,0,1,0
2,1300000,35000,1,1,0,1,0
1,550000,25000,1,1,0,0,1
3,400000,15000,1,1,0,0,1
9,120000,20000,1,1,0,0,1
9,120000,20000,1,1,0,0,1
10,275000,70000,1,1,0,0,1
4,285000,90000,1,1,0,0,1
4,900000,80000,1,1,0,1,0
7,620000,70000,1,1,1,1,0
2,1700000,5000,1,1,0,1,0
2,650000,15000,1,1,0,0,1
6,500000,35000,1,1,0,0,1
11,250000,120000,1,1,1,1,0
2,950000,15000,1,1,1,1,0
5,320000,60000,1,1,0,0,1
7,450000,120000,1,1,0,1,0
4,350000,90000,1,1,0,1,0
5,400000,90000,1,1,0,0,1
2,200000,10000,1,1,0,0,1
11,250000,72000,1,1,1,1,0
9,550000,197000,1,1,1,0,1
21,85000,70000,1,1,1,0,1
19,52000,50000,1,1,3,0,1
3,1200000,50000,1,0,0,1,0
9,450000,60000,1,0,3,0,1
2,615000,40000,1,1,0,0,1
8,400000,60000,1,1,1,1,0
7,60000,40000,1,1,0,0,1
3,500000,9161,1,1,0,0,1
5,600000,45000,1,1,0,0,1
10,110000,110000,1,1,0,0,1
7,175000,80000,1,1,0,0,1
9,325000,100000,1,1,1,1,0
3,425000,90000,1,1,0,1,0
11,160000,70000,1,1,3,0,0
13,100000,80000,1,1,3,0,1
6,390000,110000,1,1,1,1,0
3,400000,50000,1,1,0,0,1
2,509999,5000,1,1,0,0,1
12,150000,90000,1,1,3,0,1
11,110000,120000,1,1,0,0,1
7,450000,80000,1,1,0,1,0
3,400000,38000,1,1,1,0,1
11,140000,120000,1,1,0,0,1
9,130000,90000,1,1,0,1,0
3,160000,50000,1,1,0,0,1
4,150000,60000,1,1,0,0,1
7,500000,100000,1,1,1,1,0
9,40000,19000,1,1,0,0,1
14,140000,200000,1,1,3,1,0
5,227000,70000,1,1,1,1,0
9,285000,50000,1,1,1,1,0
8,155000,19077,1,1,1,0,1
4,210000,30000,1,1,0,0,1
11,140000,80000,1,1,1,0,1
5,940000,128000,1,1,0,1,0
7,750000,80000,1,1,0,1,0
4,610000,100000,1,1,0,1,0
5,450000,50000,1,1,0,1,0
8,409999,56000,1,1,0,1,0
2,100000,21302,1,1,0,0,1
2,300000,10500,1,1,0,0,1
7,400000,107000,1,1,0,1,0
10,210000,60000,1,1,1,0,1
14,90000,120000,1,1,1,0,1
10,222000,70000,1,1,0,0,1
5,240000,50000,1,1,1,0,1
7,450000,70000,1,1,1,1,0
7,450000,1000,0,1,1,1,0
7,1580000,86000,0,0,0,1,0
4,535000,52600,1,1,0,1,0
8,225000,110000,1,1,1,0,1
3,550000,19890,0,0,0,0,1
4,670000,7104,0,1,0,0,1
5,625000,11918,0,1,0,0,1
3,520000,10510,0,0,0,0,1
4,239000,41000,0,1,0,0,1
5,750000,45974,0,1,0,1,0
8,229999,49824,0,1,0,0,1
7,1300000,58500,0,0,0,1,0
15,80000,56580,0,1,0,0,1
8,385000,52000,0,1,0,1,0
5,760000,55340,0,1,0,0,1
3,600000,46507,0,1,0,1,0
7,450000,1000,0,1,1,1,0
7,1580000,86000,0,0,0,1,0
4,535000,52600,1,1,0,1,0
8,225000,110000,1,1,1,0,1
3,550000,19890,0,0,0,0,1
4,670000,7104,0,1,0,0,1
5,625000,11918,0,1,0,0,1
3,520000,10510,0,0,0,0,1
4,239000,41000,0,1,0,0,1
5,750000,45974,0,1,0,1,0
8,229999,49824,0,1,0,0,1
7,1300000,58500,0,0,0,1,0
15,80000,56580,0,1,0,0,1
8,385000,52000,0,1,0,1,0
5,760000,55340,0,1,0,0,1
3,600000,46507,0,1,0,1,0
8,735000,55300,0,0,0,1,0
8,285000,74300,0,1,0,1,0
10,350000,48781,0,1,0,0,1
10,290000,87620,0,0,0,1,0
3,890000,40219,0,0,0,1,0
9,385000,11473,0,1,0,0,1
3,425000,8352,0,1,0,0,1
3,525000,9745,0,0,0,0,1
3,550000,9748,0,1,0,0,1
8,271000,49000,0,1,0,0,1
2,1490000,20694,0,1,0,1,0
5,490000,31080,0,1,0,0,1
6,260000,37605,0,1,0,0,1
6,455000,55850,0,1,0,1,0
10,75000,58850,0,1,0,0,1
5,421000,23839,0,1,0,0,1
4,550000,54000,0,1,0,1,0
7,330000,38000,0,0,0,0,1
8,390000,45454,0,1,0,1,0
5,599000,46957,0,0,0,1,0
13,110000,60000,1,1,3,0,1
4,250000,25000,1,1,0,0,1
8,600000,110000,1,1,3,1,0
12,280000,190000,1,1,1,1,0
12,80000,90000,1,1,0,0,1
1,350000,5000,1,1,0,0,1
5,475000,60000,1,1,0,1,0
2,500000,50000,1,1,0,1,0
6,250000,120000,1,1,0,1,0
15,100000,120000,1,1,1,1,0
1,350000,5000,1,1,0,0,1
3,1900000,20000,1,0,0,0,1
15,95000,120000,1,1,1,0,1
5,409999,58000,1,1,0,1,0
2,1050000,35000,1,1,0,1,0
3,320000,30000,1,1,0,0,1
1,1000000,10000,1,1,0,1,0
3,1770000,25000,1,1,0,1,0
2,950000,20000,1,1,0,1,0
2,750000,50000,1,1,0,1,0
6,220000,42000,1,1,0,0,1
3,1000000,50000,1,1,0,1,0
3,660000,116000,1,1,0,1,0
5,716000,100000,1,1,0,1,0
5,675000,66000,1,1,0,0,1
10,385000,110000,1,1,3,1,0
6,325000,70000,1,1,0,1,0
5,950000,60000,1,1,0,1,0
13,400000,110000,1,0,3,1,0
6,250000,25000,1,1,0,1,0
6,210000,20000,1,1,0,0,1
9,147000,110000,1,1,1,0,1
2,725000,26350,1,1,0,1,0
8,550000,90000,1,1,0,1,0
4,475000,25000,1,1,0,0,1
6,250000,50000,1,1,1,0,1
14,70000,60000,1,1,1,0,1
8,160000,70000,1,1,3,0,1
9,1000000,90000,1,0,1,1,0
19,68000,70000,1,1,0,0,1
3,500000,26500,1,1,0,0,1
7,170000,60000,1,1,0,1,0
2,1300000,35000,1,1,0,1,0
0,1050000,10000,1,1,0,1,0
11,300000,15000,1,1,0,0,1
4,600000,25000,1,1,0,0,1
3,900000,50000,1,1,0,1,0
1,550000,25000,1,1,0,0,1
13,100000,52000,1,1,1,0,1
3,400000,15000,1,1,0,0,1
9,120000,20000,1,1,0,0,1
7,300000,90000,1,1,0,1,0
9,140000,60000,1,1,1,1,0
5,640000,23000,1,1,0,0,1
2,380000,22155,1,1,0,0,1
9,120000,20000,1,1,0,0,1
2,650000,70000,1,1,0,0,1
11,150000,60000,1,1,1,0,1
2,550000,35000,1,1,0,0,1
8,650000,71042,0,1,0,1,0
8,1025000,167870,0,1,1,1,0
9,195000,133564,0,1,0,1,0
7,1490000,40000,0,0,0,1,0
2,1140000,23038,0,0,0,0,1
9,95000,70000,1,1,0,1,0
3,550000,19890,0,0,0,0,1
5,625000,11918,0,1,0,0,1
3,520000,10510,0,0,0,0,1
4,239000,41000,0,1,0,0,1
8,229999,49824,0,1,0,0,1
7,1300000,58500,0,0,0,1,0
3,585000,43608,0,1,0,0,1
2,825000,11212,0,0,0,0,1
7,280000,52000,0,1,0,1,0
4,725000,49217,0,1,0,0,1
5,300000,90000,1,1,0,1,0
5,375000,70000,1,1,0,0,1
17,310000,90000,1,1,3,0,1
9,375000,190000,1,1,3,1,0
4,1950000,106000,1,0,0,1,0
8,400000,80000,1,1,1,1,0
6,550000,80000,1,1,1,1,0
2,270000,20000,1,1,0,0,1
8,555000,110000,1,1,1,1,0
7,500000,60000,1,1,1,1,0
10,400000,130000,1,0,1,1,0
3,280000,28838,1,1,0,0,1
12,80000,200000,1,1,0,0,1
14,55000,100000,1,1,0,1,0
6,250000,50000,1,1,0,0,1
10,250000,190000,1,1,3,1,0
13,95000,100000,1,1,1,1,0
6,725000,135000,1,1,1,1,0
5,320000,50000,1,1,3,1,0
6,1200000,135000,1,0,3,1,0
8,160000,50000,1,1,0,1,0
2,790000,19571,0,1,0,1,0
2,1200000,29600,0,1,0,0,1
9,175000,70000,1,1,0,0,1
2,950000,15000,1,0,0,1,0
1,340000,50000,1,1,0,0,1
3,825000,13500,1,1,0,1,0
2,780000,25000,0,1,0,1,0
10,350000,80000,1,0,3,0,1
2,690000,39000,0,1,0,0,1
4,245000,60000,1,1,0,0,1
2,790000,49000,0,1,0,1,0
2,680000,48600,0,1,0,0,1
3,540000,20000,1,1,1,0,1
4,425000,25000,1,1,0,0,1
12,140000,120000,1,1,0,0,1
1,1100000,30000,1,1,0,1,0
5,715000,35000,1,1,0,1,0
7,1580000,86000,0,0,0,1,0
5,1750000,127643,0,0,0,1,0
2,400000,54000,0,1,1,0,1
6,1750000,102354,0,0,0,1,0
6,1850000,62237,0,0,0,0,1
15,114999,90000,0,1,1,0,1
2,950000,21394,0,1,0,1,0
5,310000,32686,0,1,0,0,1
14,575000,1001,0,1,0,1,0
3,490000,22000,0,1,0,1,0
3,480000,53261,0,1,0,0,1
2,370000,10000,0,1,0,0,1
3,835000,14000,0,1,0,1,0
3,650000,44000,0,1,0,0,1
6,670000,39895,0,1,0,1,0
3,950000,73000,0,0,0,1,0
6,690000,17000,0,1,0,0,1
3,670000,18591,0,1,0,0,1
3,925000,26766,0,1,0,1,0
5,250000,30000,1,1,0,0,1
4,509999,42000,1,1,0,1,0
6,520000,110000,1,1,0,1,0
15,100000,100000,1,1,0,1,0
11,130000,110000,1,1,3,1,0
2,950000,27620,0,1,0,1,0
5,450000,70000,1,1,0,0,1
8,320000,50000,1,1,1,0,1
5,480000,50000,1,1,0,1,0
8,790000,82000,1,1,0,1,0
4,120000,120000,1,1,0,0,1
14,75000,80000,1,1,3,0,1
10,99000,70000,1,1,0,0,1
2,1015000,20000,1,1,0,1,0
7,250000,200000,1,1,1,1,0
9,520000,120000,1,1,0,1,0
2,1100000,30000,1,0,0,1,0
4,525000,60000,1,1,0,1,0
4,500000,40000,1,1,0,0,1
4,675000,161327,1,1,0,1,0
11,150000,60000,1,1,3,0,1
13,250000,50000,1,1,0,1,0
2,450000,6000,1,1,0,0,1
11,150000,68000,1,1,1,0,1
8,200000,85000,1,1,0,1,0
9,525000,70000,1,0,0,1,0
21,60000,35000,1,1,1,0,1
10,180000,100000,1,1,1,1,0
5,475000,110000,1,1,0,1,0
10,380000,195000,1,0,1,1,0
5,285000,46000,1,1,1,0,1
12,91200,60000,1,1,1,0,1
3,250000,46000,1,1,0,0,1
5,400000,42000,1,1,0,1,0
14,160000,90000,1,0,1,0,1
8,650000,85000,1,1,1,1,0
8,409999,120000,1,1,3,1,0
7,425000,72000,1,1,0,1,0
7,250000,71000,1,1,1,0,0
11,200000,110000,1,1,3,0,1
7,250000,71000,1,1,1,0,0
10,130000,144000,1,1,3,1,0
3,260000,30000,0,1,0,0,1
13,155000,65000,0,1,0,0,1
5,450000,38000,1,1,0,1,0
8,220000,90000,1,1,1,0,1
2,650000,37000,0,1,0,1,0
2,285000,30000,0,1,0,0,1
2,725000,26000,0,0,0,0,1
4,625000,30000,0,1,0,0,1
4,550000,23000,0,1,0,0,1
8,240000,40000,0,1,0,0,1
6,600000,27000,0,1,0,1,0
8,350000,65000,0,1,0,1,0
5,245000,32000,0,1,0,0,1
4,600000,56000,0,1,0,1,0
6,620000,80000,0,1,0,1,0
6,395000,52000,0,1,1,0,1
6,635000,13250,0,1,0,0,1
9,180000,36000,0,1,0,0,1
5,484999,73000,0,1,1,1,0
16,110000,60000,1,1,0,0,1
14,150000,60000,1,1,1,0,1
8,400000,110000,1,1,0,1,0
8,200000,70000,1,1,1,1,0
7,302000,60000,1,1,1,1,0
9,215000,90000,1,1,3,1,0
16,155000,80000,1,1,1,0,1
6,1000000,101000,1,1,1,1,0
2,550000,44000,1,1,0,1,0
14,200000,45000,1,1,0,0,1
3,750000,120000,1,1,0,1,0
15,90000,90000,1,1,1,0,1
13,80000,120000,1,1,1,0,1
7,229999,13500,1,1,0,0,1
3,350000,10000,1,1,0,0,1
5,325000,25000,1,1,3,0,1
2,450000,8500,1,1,0,0,1
8,250000,120000,1,1,0,1,0
8,225000,120000,1,1,0,1,0
11,150000,90246,1,1,3,0,1
12,110000,90000,1,1,1,0,1
10,150000,40000,1,1,1,0,1
20,165000,60000,1,1,3,0,1
3,610000,32000,1,1,1,1,0
7,170000,60400,1,1,0,1,0
12,150000,70950,1,1,1,1,0
7,300000,90000,1,1,0,1,0
5,375000,72000,1,1,0,1,0
7,390000,90000,1,1,0,1,0
3,600000,10000,1,1,0,0,1
6,204999,25000,1,1,1,0,1
11,270000,80000,1,1,1,1,0
3,375000,10000,1,1,0,0,1
0,700000,1100,1,1,0,0,1
3,455000,40000,1,1,0,0,1
3,375000,10000,1,1,0,0,1
6,341000,31491,1,1,0,0,1
6,200000,107143,1,1,1,1,0
3,450000,15000,1,0,0,0,1
8,170000,50000,1,1,1,0,1
3,1900000,100000,1,1,0,1,0
4,500000,60000,1,1,0,1,0
4,819999,85000,1,1,0,1,0
6,351000,40000,1,1,1,0,1
9,195000,80000,1,1,1,0,1
12,250000,82000,1,1,1,1,0
12,120000,70000,1,1,1,0,1
11,180000,70000,1,1,3,0,1
4,430000,20000,1,1,0,1,0
8,75000,35000,1,1,1,0,1
3,750000,80000,1,1,0,1,0
9,60000,40000,1,1,0,0,1
5,1500000,46412,1,1,0,1,0
9,390000,150000,1,1,3,1,0
4,630000,50000,1,1,0,1,0
2,1085000,15000,1,1,0,1,0
8,190000,60000,1,1,1,0,1
2,550000,25000,1,0,0,0,1
8,200000,90000,1,1,3,0,1
9,165000,60000,1,1,0,0,1
7,260000,65000,1,1,0,1,0
9,151000,40000,1,1,0,0,1
2,780000,50000,1,1,0,1,0
8,175000,80000,1,1,3,1,0
10,170000,107500,0,1,0,1,0
7,210000,135000,0,1,1,1,0
13,90000,43826,0,1,1,0,1
4,535000,55838,0,1,0,0,1
13,195000,112880,0,1,0,1,0
9,140000,90000,1,1,3,1,0
8,350000,40000,1,1,0,0,1
7,425000,66000,1,1,0,0,1
3,300000,30300,1,1,0,0,1
7,340000,85000,1,1,1,1,0
11,250000,80659,0,1,0,0,1
12,170000,81324,0,1,0,0,1
7,315000,127884,0,1,0,1,0
5,200000,50000,1,1,0,0,1
4,300000,25000,1,1,0,0,1
5,300000,66755,0,1,0,1,0
7,380000,123084,0,1,0,0,1
7,310000,95851,0,1,0,1,0
10,260000,50000,1,1,0,0,1
12,150000,50000,1,1,1,0,1
14,85000,60000,1,1,1,0,1
5,280000,15000,1,1,1,0,1
4,850000,40000,1,1,0,1,0
3,375000,20000,1,1,1,0,1
14,125000,120000,1,1,3,1,0
8,250000,110000,1,1,0,1,0
9,220000,70000,1,1,0,1,0
10,110000,110000,1,1,1,1,0
13,150000,84000,1,1,1,0,1
8,300000,170000,1,1,0,1,0
3,220000,40000,1,1,0,0,1
14,75000,96000,1,1,1,0,1
11,100000,20000,1,1,0,1,0
4,380000,15000,1,1,0,0,1
13,100000,50000,1,1,0,0,1
10,480000,80000,1,1,1,0,1
8,300000,124000,1,1,0,1,0
7,190000,70000,1,1,0,1,0
8,190000,130000,1,1,1,1,0
3,650000,19014,0,1,0,0,1
11,300000,23262,0,1,0,0,1
4,700000,29600,0,1,0,1,0
5,310000,35925,0,1,0,0,1
2,500000,12000,1,1,0,0,1
7,415000,40771,0,1,0,0,1
5,395000,30500,0,0,1,0,1
6,430000,42000,0,1,1,0,1
13,215000,55800,0,1,1,0,1
6,550000,66569,0,1,0,1,0
6,415000,81358,0,1,0,1,0
5,450000,82695,0,1,0,1,0
6,285000,68293,0,1,1,1,0
4,580000,32000,0,0,0,0,1
6,300000,190621,0,1,0,1,0
2,1200000,60000,1,1,0,1,0
14,78000,64700,1,1,0,0,1
18,65000,100000,1,1,1,0,1
4,400000,88470,1,1,0,1,0
4,850000,75000,1,1,0,1,0
7,450000,120000,1,1,1,1,0
3,780000,70000,1,1,0,1,0
0,350000,1000,1,1,0,0,1
7,285000,120000,1,1,1,1,0
5,525000,98000,0,1,0,1,0
6,550000,90000,0,1,1,1,0
2,580000,70000,1,1,0,1,0
7,75000,25000,1,1,3,0,1
11,185000,60000,1,1,3,1,0
13,110000,90000,1,1,3,0,1
16,180000,200000,1,1,1,0,1
10,350000,110000,1,1,1,1,0
15,60000,126000,1,1,1,0,1
2,695000,70000,1,1,0,1,0
13,135000,74183,1,1,1,0,1
5,640000,70000,1,1,1,1,0
6,160000,90000,1,1,0,0,1
16,80000,46000,1,1,1,0,1
7,340000,110000,1,1,1,1,0
8,110000,80000,1,1,1,1,0
7,250000,90000,1,1,1,1,0
3,1300000,70000,1,1,0,1,0
6,250000,1,1,1,1,1,0
11,450000,192000,1,1,0,1,0
7,240000,70000,1,1,3,0,1
13,225000,120000,1,1,1,1,0
5,275000,60000,1,1,1,0,1
8,320000,120000,1,1,1,1,0
12,75000,120000,1,1,0,0,1
13,85000,50000,1,1,1,0,1
11,90000,120000,1,1,0,1,0
13,85000,80000,1,1,1,0,1
12,350000,80000,1,1,1,1,0
11,355000,100000,1,0,1,1,0
0,619000,1500,1,1,0,0,1
2,1700000,50000,1,1,0,1,0
14,55000,100000,1,1,1,1,0
14,95000,83411,1,1,0,0,1
9,300000,120000,1,1,1,1,0
14,81000,83411,1,1,0,0,1
5,1000000,80000,1,0,1,1,0
1,925000,50000,1,1,0,1,0
5,450000,40000,1,1,0,1,0
6,600000,13270,1,1,0,1,0
14,85000,100000,1,0,3,0,1
4,700000,50000,1,1,0,1,0
3,486000,26500,1,1,0,0,1
7,400000,90000,1,1,0,1,0
12,120000,100000,1,1,3,0,1
2,275000,35000,1,1,0,0,1
4,580000,57000,1,1,0,1,0
5,375000,70000,1,1,0,0,1
5,229999,100000,1,1,3,0,1
10,110000,88000,1,1,1,0,1
3,600000,60000,1,1,0,1,0
11,120000,76000,1,1,1,0,1
10,200000,100000,1,1,1,1,0
8,450000,110000,1,1,1,1,0
8,550000,80000,1,1,1,1,0
8,220000,80000,1,1,1,0,1
19,40000,30000,1,1,0,0,1
3,300000,20000,1,0,0,0,1
2,630000,40000,1,1,0,1,0
3,610000,40000,1,1,1,1,0
1,660000,7000,1,1,1,0,1
8,220000,80000,1,1,1,0,0
9,138000,90000,1,1,1,1,0
7,210000,13770,1,1,0,1,0
15,125000,34000,0,1,0,0,1
12,125000,102000,0,1,0,0,1
6,725000,110000,1,1,0,1,0
9,170000,90000,1,1,1,0,1
5,1200000,70000,1,1,3,1,0
17,70000,90000,1,1,1,0,1
13,100000,70000,1,1,1,0,1
14,300000,80000,1,1,1,0,1
7,450000,100000,1,1,1,1,0
5,530000,100000,1,1,0,1,0
13,100000,143000,1,1,3,0,1
10,350000,115000,1,1,1,0,1
9,165000,100000,1,1,1,1,0
1,475000,120000,1,1,1,1,0
7,350000,42000,1,1,0,1,0
4,229999,38000,1,1,0,0,1
2,800000,35000,1,1,0,1,0
6,475000,120000,1,1,1,1,0
6,425000,136906,1,1,0,1,0
5,660000,97000,1,1,1,1,0
1,610000,10000,1,0,0,0,1
7,240000,50000,1,1,3,0,1
15,70000,60000,1,1,1,0,1
9,550000,120000,1,1,0,1,0
10,100000,120000,1,1,1,0,1
10,350000,90000,1,1,1,1,0
7,200000,120000,1,1,0,0,1
1,720000,3000,1,0,0,0,1
6,350000,133000,1,1,0,1,0
4,400000,25000,1,1,0,0,1
3,570000,35000,1,1,0,0,1
5,130000,70000,1,1,0,0,1
4,210000,52000,1,1,0,0,1
2,800000,52000,1,1,0,1,0
3,700000,39000,1,1,0,1,0
9,200000,28689,1,1,0,1,0
6,495000,90000,1,1,1,1,0
6,325000,80322,0,1,0,1,0
1,650000,8000,1,1,0,0,1
20,155000,50000,1,1,1,1,0
13,75000,90000,1,1,1,0,1
5,350000,61658,0,1,0,1,0
10,90000,50000,1,1,3,0,1
4,600000,80000,1,1,0,1,0
10,400000,185000,1,1,0,1,0
6,370000,57000,1,1,1,1,0
20,50000,60000,1,1,0,0,1
16,125000,120000,1,1,1,0,1
2,1800000,26000,1,0,0,1,0
1,650000,20000,1,0,0,0,1
3,800000,30600,1,0,0,0,1
0,802000,5000,1,1,0,0,1
4,430000,35000,1,1,0,1,0
3,650000,23000,1,1,0,0,1
16,170000,120000,1,1,0,1,0
7,250000,87000,1,1,0,0,1
6,550000,72000,1,1,1,0,1
7,2000000,64000,1,0,1,1,0
13,140000,100000,1,1,1,0,1
8,155000,12000,1,1,0,0,1
10,120000,67000,1,1,3,0,1
8,287000,70000,1,1,0,1,0
4,675000,60000,1,1,0,1,0
9,235000,74500,1,1,1,0,1
9,300000,118700,1,1,1,1,0
5,434999,40000,1,0,1,0,1
14,160000,140000,1,1,1,0,1
0,600000,5000,1,1,0,0,1
4,470000,100000,1,1,1,1,0
9,300000,100000,1,1,1,0,1
2,600000,2000,1,1,0,0,1
0,640000,4000,1,0,0,0,1
14,50000,120000,1,1,3,1,0
5,600000,35000,1,1,0,0,1
6,290000,29000,1,1,0,0,0
5,600000,30000,1,1,0,0,1
8,190000,120000,1,1,0,1,0
12,160000,110000,1,1,3,0,1
3,325000,15000,1,1,0,0,1
14,200000,73756,1,1,0,1,0
9,125000,60000,1,1,3,0,1
12,155000,60000,1,1,3,0,1
5,550000,90000,1,1,0,1,0
11,130000,70000,1,1,3,0,1
18,80000,70000,1,1,1,0,1
5,500000,80000,1,1,1,1,0
1,250000,27000,1,1,0,0,1
8,580000,70000,1,1,0,1,0
18,60000,50000,1,1,0,0,1
8,300000,185000,1,1,0,1,0
6,200000,90000,1,1,1,1,0
3,1200000,16400,1,1,0,1,0
5,350000,80000,1,1,1,1,0
8,600000,80000,1,1,1,1,0
1,650000,4000,1,1,0,0,1
12,120000,40000,1,1,0,0,1
10,180000,120000,1,1,1,1,0
2,950000,41395,1,0,0,0,1
8,250999,35000,1,1,1,1,0
8,385000,52000,0,1,0,1,0
11,1250000,47000,0,0,1,1,0
7,165000,50000,1,1,0,0,1
5,700000,48000,0,1,0,0,1
5,750000,53000,0,1,0,1,0
2,290000,15000,0,0,0,0,1
6,45000,7000,1,1,1,0,1
7,675000,88000,0,0,0,1,0
5,530000,55000,0,1,0,1,0
6,1485000,48000,0,0,0,1,0
6,325000,71014,0,1,0,1,0
5,400000,60000,0,1,0,1,0
3,380000,71000,0,1,0,1,0
4,750000,45000,0,0,0,0,1
3,390000,45000,0,1,0,0,1
11,110000,20000,1,1,0,0,1
1,1825000,14000,0,1,0,1,0
5,370000,60000,0,1,0,1,0
7,210000,80000,1,1,1,1,0
13,175000,181000,1,1,3,1,0
8,575000,89550,1,1,1,1,0
10,320000,90000,1,1,3,1,0
10,280000,149500,1,1,3,1,0
7,500000,190000,1,1,1,1,0
7,380000,83000,0,1,0,1,0
15,120000,20000,1,1,1,0,1
2,395000,20000,1,1,0,0,1
10,360000,160000,1,1,0,1,0
5,451000,100000,1,1,0,1,0
10,175000,45000,1,1,1,0,1
11,170000,44800,1,1,1,0,1
14,100000,40000,1,1,1,0,1
6,150000,120000,1,1,3,0,1
9,149000,10000,1,1,1,1,0
9,160000,80000,1,1,1,1,0
2,434999,10000,1,1,0,0,1
6,800000,156000,1,1,0,1,0
10,819999,120000,1,1,1,1,0
13,163000,100000,1,1,1,0,1
19,350000,100000,1,1,1,1,0
14,75000,100000,1,1,1,0,1
8,180000,60000,1,1,1,0,1
3,675000,30000,1,1,0,1,0
7,400000,170000,1,1,0,1,0
7,434999,100000,1,1,1,1,0
14,100000,110000,1,1,1,0,1
5,419000,170000,1,1,1,1,0
11,200000,100000,1,1,0,0,1
6,400000,35000,1,1,0,1,0
2,790000,40000,1,1,1,1,0
5,500000,90000,1,1,1,1,0
8,275000,120000,1,1,1,1,0
8,450000,120000,1,1,1,1,0
0,1400000,25000,0,1,0,1,0
5,800000,15000,1,1,0,1,0
6,315000,41000,0,1,0,0,1
1,700000,16000,1,1,0,0,1
4,585000,51000,0,1,0,1,0
6,350000,30000,1,1,0,0,1
6,495000,80000,0,1,0,1,0
3,500000,50000,1,1,0,0,1
7,345000,44000,0,1,0,0,1
5,500000,10000,1,1,0,0,1
4,360000,33000,0,1,0,0,1
10,210000,25000,1,1,0,0,1
6,220000,66000,0,1,0,0,1
11,250000,48000,1,1,0,0,1
4,990000,146000,0,1,0,1,0
7,220000,100000,1,1,3,1,0
8,1800000,50000,1,0,1,1,0
6,530000,50000,1,1,0,0,1
4,575000,50000,1,1,0,1,0
8,400000,99000,0,1,0,1,0
4,680000,50000,1,1,0,1,0
6,1000000,80000,1,0,0,1,0
4,260000,45000,1,1,1,0,1
10,150000,50000,1,1,1,0,1
12,180000,70000,1,1,3,0,1
6,346000,37516,1,1,0,1,0
5,450000,20000,1,1,0,1,0
1,500000,5000,1,1,0,0,1
1,700000,8000,1,1,0,1,0
1,280000,25880,1,1,0,0,1
1,475000,10000,1,0,0,0,1
11,300000,50000,1,1,0,1,0
6,200999,40000,1,1,0,0,1
11,200000,100000,1,1,3,1,0
11,210000,80000,1,1,1,0,1
8,160000,110000,1,1,0,1,0
11,175000,136000,1,1,1,1,0
8,320000,80000,1,1,0,1,0
11,110000,50000,1,1,1,0,1
12,300000,30000,1,1,0,0,1
8,700000,10000,1,1,0,0,1
11,135000,90000,1,1,3,1,0
5,500000,110000,1,1,0,1,0
8,550000,120000,1,1,1,1,0
6,1050000,90000,1,1,3,1,0
4,500000,20000,1,1,0,0,1
9,180000,90000,1,1,1,1,0
10,170000,50000,1,1,1,0,1
1,484999,9000,1,1,0,0,1
9,150000,70000,1,1,1,0,1
2,380000,25000,1,1,0,0,1
1,480000,10000,1,1,0,0,1
11,135000,90000,1,1,3,1,0
9,290000,60000,1,1,1,1,0
7,350000,70000,1,1,0,0,1
6,110000,25000,1,1,0,0,1
17,70000,80000,1,1,3,0,1
9,300000,70000,1,0,3,0,1
3,180000,60000,1,1,0,0,1
0,300000,20000,1,1,0,0,1
3,509000,60000,1,1,0,0,1
4,650000,80000,1,1,0,1,0
5,450000,70000,1,1,3,1,0
21,170000,2020,1,1,1,1,0
13,210000,100000,1,1,1,1,0
7,360000,80000,1,1,1,1,0
9,495000,120000,1,1,1,1,0
14,105000,100000,1,1,3,0,1
10,270000,60000,1,1,3,0,1
10,130000,110000,1,1,0,0,1
6,700000,90000,1,1,1,1,0
8,400000,40000,1,1,0,1,0
11,250000,60000,1,1,1,0,1
7,325000,94000,1,1,1,1,0
12,69000,100000,1,1,0,0,1
2,1380000,25000,1,1,0,1,0
13,90000,90000,1,1,0,0,1
4,1000000,40000,1,1,0,1,0
10,145000,90000,1,1,1,0,0
0,250000,1100,1,1,3,0,1
9,256000,70000,1,1,3,1,0
15,70000,120000,1,1,0,1,0
20,50000,88500,1,1,3,0,1
4,240000,70000,1,1,1,0,1
10,97000,128000,1,1,0,0,1
8,130000,120000,1,1,0,1,0
11,199000,52536,1,1,0,0,1
14,125000,70000,1,0,0,0,1
